generic_sector_code,reporting_year,prtr_system,gva
68,2000,TRI,680105.51
62,2000,TRI,112263.12
74,2000,TRI,51822.31
41,2000,TRI,393002.73
77,2000,TRI,130246.23
66,2000,TRI,76197.24
70,2000,TRI,234274.21
56,2000,TRI,173012.32
81,2000,TRI,47264.51
43,2000,TRI,0.0
53,2000,TRI,79384.07
73,2000,TRI,52400.94
60,2000,TRI,46024.25
29,2001,TRI,115572.81
33,2001,TRI,15248.96
20,2001,TRI,105429.95
25,2001,TRI,111576.65
22,2001,TRI,63355.7
13,2001,TRI,24847.68
38,2001,TRI,22086.45
19,2001,TRI,59733.51
46,2001,TRI,457061.65
6,2001,TRI,71494.91
10,2001,TRI,108086.93
21,2001,TRI,87921.26
11,2001,TRI,15929.96
26,2001,TRI,174888.27
52,2001,TRI,63927.06
24,2001,TRI,50269.08
37,2001,TRI,409.48
5,2001,TRI,12465.78
7,2001,TRI,3549.92
16,2001,TRI,27140.5
35,2001,TRI,164631.72
23,2001,TRI,49707.62
15,2001,TRI,4981.12
8,2001,TRI,10298.44
9,2001,TRI,19682.29
49,2001,TRI,156235.54
27,2001,TRI,44213.08
82,2001,TRI,84198.17
17,2001,TRI,53407.54
1,2001,TRI,107989.23
45,2001,TRI,207835.62
85,2001,TRI,569214.91
96,2001,TRI,81454.27
32,2001,TRI,53350.25
30,2001,TRI,76824.71
28,2001,TRI,105919.03
31,2001,TRI,31171.59
72,2001,TRI,70380.02
86,2001,TRI,516556.71
84,2001,TRI,889167.0
61,2001,TRI,203776.62
36,2001,TRI,3073.27
42,2001,TRI,71891.0
71,2001,TRI,101586.26
51,2001,TRI,45037.41
39,2001,TRI,5787.08
69,2001,TRI,202587.24
18,2001,TRI,42663.4
93,2001,TRI,44806.23
63,2001,TRI,38881.45
95,2001,TRI,25359.72
14,2001,TRI,14464.68
59,2001,TRI,63724.93
47,2001,TRI,474562.17
50,2001,TRI,8648.23
94,2001,TRI,58675.68
2,2001,TRI,8763.54
12,2001,TRI,36541.3
58,2001,TRI,115300.66
68,2001,TRI,732119.89
62,2001,TRI,116458.84
74,2001,TRI,55104.11
41,2001,TRI,413723.51
77,2001,TRI,142519.51
66,2001,TRI,74840.35
70,2001,TRI,241116.35
56,2001,TRI,180738.41
81,2001,TRI,51253.49
43,2001,TRI,0.0
53,2001,TRI,78387.66
73,2001,TRI,53519.17
60,2001,TRI,47977.51
29,2002,TRI,125262.66
33,2002,TRI,18204.97
20,2002,TRI,110039.85
25,2002,TRI,108345.88
22,2002,TRI,62853.07
13,2002,TRI,23991.96
38,2002,TRI,23184.6
19,2002,TRI,44648.72
46,2002,TRI,454191.48
6,2002,TRI,66429.49
10,2002,TRI,113675.51
21,2002,TRI,97382.11
11,2002,TRI,16571.22
26,2002,TRI,174348.74
52,2002,TRI,67568.22
24,2002,TRI,50602.96
37,2002,TRI,515.91
5,2002,TRI,11532.71
7,2002,TRI,4161.41
16,2002,TRI,27171.46
35,2002,TRI,152962.7
23,2002,TRI,47690.55
15,2002,TRI,4616.97
8,2002,TRI,10173.34
9,2002,TRI,15158.06
49,2002,TRI,149358.99
27,2002,TRI,43635.17
82,2002,TRI,88223.65
17,2002,TRI,54027.37
1,2002,TRI,94494.38
45,2002,TRI,216681.28
85,2002,TRI,598490.09
96,2002,TRI,89405.62
32,2002,TRI,56778.0
30,2002,TRI,72916.86
28,2002,TRI,99663.74
31,2002,TRI,31212.92
72,2002,TRI,71458.44
86,2002,TRI,558623.41
84,2002,TRI,947587.09
61,2002,TRI,198000.44
36,2002,TRI,3615.21
42,2002,TRI,78192.1
71,2002,TRI,106872.3
51,2002,TRI,41745.29
39,2002,TRI,6541.44
69,2002,TRI,214133.92
18,2002,TRI,42081.59
93,2002,TRI,46765.18
63,2002,TRI,60559.61
95,2002,TRI,26909.81
14,2002,TRI,13506.95
59,2002,TRI,70024.82
47,2002,TRI,489048.73
50,2002,TRI,7728.51
94,2002,TRI,64777.15
2,2002,TRI,9135.51
12,2002,TRI,31218.13
58,2002,TRI,136134.59
68,2002,TRI,768169.48
62,2002,TRI,108760.79
74,2002,TRI,61355.14
41,2002,TRI,414500.42
77,2002,TRI,140660.37
66,2002,TRI,72928.92
70,2002,TRI,246217.37
56,2002,TRI,193350.58
81,2002,TRI,51909.82
43,2002,TRI,0.0
53,2002,TRI,78721.42
73,2002,TRI,58102.29
60,2002,TRI,52968.46
29,2003,TRI,132366.02
33,2003,TRI,18659.55
20,2003,TRI,109662.81
25,2003,TRI,111394.3
22,2003,TRI,62520.22
13,2003,TRI,18681.71
38,2003,TRI,24743.84
19,2003,TRI,69391.97
46,2003,TRI,475040.34
6,2003,TRI,88177.86
10,2003,TRI,116256.62
21,2003,TRI,100513.11
11,2003,TRI,16985.41
26,2003,TRI,194757.52
52,2003,TRI,69327.56
24,2003,TRI,48657.74
37,2003,TRI,587.4
5,2003,TRI,12014.58
7,2003,TRI,4528.4
16,2003,TRI,28621.53
35,2003,TRI,157491.58
23,2003,TRI,53664.03
15,2003,TRI,3695.85
8,2003,TRI,10956.3
9,2003,TRI,16799.68
49,2003,TRI,157493.94
27,2003,TRI,45490.14
82,2003,TRI,91319.15
17,2003,TRI,50933.16
1,2003,TRI,115512.56
45,2003,TRI,216176.33
85,2003,TRI,630198.53
96,2003,TRI,85557.73
32,2003,TRI,57570.54
30,2003,TRI,72514.74
28,2003,TRI,98313.57
31,2003,TRI,30354.47
72,2003,TRI,71269.05
86,2003,TRI,593840.47
84,2003,TRI,1004571.38
61,2003,TRI,202953.08
36,2003,TRI,4118.14
42,2003,TRI,83300.15
71,2003,TRI,107205.76
51,2003,TRI,46525.63
39,2003,TRI,6819.99
69,2003,TRI,225498.33
18,2003,TRI,42134.54
93,2003,TRI,49267.69
63,2003,TRI,62489.49
95,2003,TRI,25123.7
14,2003,TRI,11777.92
59,2003,TRI,66776.72
47,2003,TRI,517055.1
50,2003,TRI,8857.1
94,2003,TRI,70988.11
2,2003,TRI,9669.46
12,2003,TRI,30871.81
58,2003,TRI,144768.56
68,2003,TRI,803042.59
62,2003,TRI,114355.54
74,2003,TRI,63434.38
41,2003,TRI,441033.2
77,2003,TRI,136495.43
66,2003,TRI,77526.08
70,2003,TRI,255147.01
56,2003,TRI,201631.65
81,2003,TRI,58642.08
43,2003,TRI,0.0
53,2003,TRI,81040.13
73,2003,TRI,60438.35
60,2003,TRI,54315.14
29,2004,TRI,129978.18
33,2004,TRI,19257.85
20,2004,TRI,120705.35
25,2004,TRI,115436.2
22,2004,TRI,63580.39
13,2004,TRI,22122.4
38,2004,TRI,24504.15
19,2004,TRI,91320.08
46,2004,TRI,518560.35
6,2004,TRI,107072.6
10,2004,TRI,114345.27
21,2004,TRI,105614.68
11,2004,TRI,17153.66
26,2004,TRI,202780.24
52,2004,TRI,77570.59
24,2004,TRI,64830.72
37,2004,TRI,669.39
5,2004,TRI,12257.24
7,2004,TRI,6796.47
16,2004,TRI,32473.66
35,2004,TRI,171633.95
23,2004,TRI,57929.8
15,2004,TRI,3291.31
8,2004,TRI,12689.07
9,2004,TRI,19845.08
49,2004,TRI,169185.45
27,2004,TRI,42005.8
82,2004,TRI,96061.52
17,2004,TRI,52645.42
1,2004,TRI,140229.51
45,2004,TRI,221503.02
85,2004,TRI,666307.72
96,2004,TRI,88707.06
32,2004,TRI,59077.39
30,2004,TRI,75801.45
28,2004,TRI,105218.92
31,2004,TRI,30950.07
72,2004,TRI,72479.41
86,2004,TRI,638747.58
84,2004,TRI,1057403.29
61,2004,TRI,220871.09
36,2004,TRI,4456.15
42,2004,TRI,85243.64
71,2004,TRI,113915.33
51,2004,TRI,48608.76
39,2004,TRI,6694.05
69,2004,TRI,241129.92
18,2004,TRI,42697.82
93,2004,TRI,51686.07
63,2004,TRI,73486.11
95,2004,TRI,25967.32
14,2004,TRI,11275.36
59,2004,TRI,72501.68
47,2004,TRI,532404.88
50,2004,TRI,9795.56
94,2004,TRI,78081.93
2,2004,TRI,11056.49
12,2004,TRI,29300.71
58,2004,TRI,159712.79
68,2004,TRI,854637.56
62,2004,TRI,121437.37
74,2004,TRI,67749.67
41,2004,TRI,498385.17
77,2004,TRI,132553.73
66,2004,TRI,83258.84
70,2004,TRI,276582.59
56,2004,TRI,213714.3
81,2004,TRI,64219.47
43,2004,TRI,0.0
53,2004,TRI,88477.42
73,2004,TRI,66106.12
60,2004,TRI,58753.28
29,2005,TRI,127104.28
33,2005,TRI,18791.37
20,2005,TRI,118840.68
25,2005,TRI,122339.56
22,2005,TRI,62835.86
13,2005,TRI,20642.48
38,2005,TRI,25351.36
19,2005,TRI,129877.96
46,2005,TRI,562820.89
6,2005,TRI,148433.37
10,2005,TRI,113640.27
21,2005,TRI,103791.55
11,2005,TRI,17752.78
26,2005,TRI,212712.54
52,2005,TRI,86312.73
24,2005,TRI,66610.21
37,2005,TRI,670.9
5,2005,TRI,16866.58
7,2005,TRI,9576.9
16,2005,TRI,34597.45
35,2005,TRI,168655.34
23,2005,TRI,59842.76
15,2005,TRI,3550.67
8,2005,TRI,14104.43
9,2005,TRI,26710.19
49,2005,TRI,179563.58
27,2005,TRI,43160.92
82,2005,TRI,102749.37
17,2005,TRI,51595.38
1,2005,TRI,136248.83
45,2005,TRI,231331.28
85,2005,TRI,692029.06
96,2005,TRI,94428.89
32,2005,TRI,61258.17
30,2005,TRI,89682.2
28,2005,TRI,115626.32
31,2005,TRI,33662.04
72,2005,TRI,74536.78
86,2005,TRI,670010.16
84,2005,TRI,1116276.38
61,2005,TRI,238179.5
36,2005,TRI,4453.66
42,2005,TRI,95615.97
71,2005,TRI,123546.7
51,2005,TRI,49191.06
39,2005,TRI,7506.93
69,2005,TRI,257767.43
18,2005,TRI,44419.7
93,2005,TRI,53979.35
63,2005,TRI,71234.6
95,2005,TRI,25826.67
14,2005,TRI,10274.52
59,2005,TRI,60979.51
47,2005,TRI,562323.26
50,2005,TRI,9671.96
94,2005,TRI,83329.13
2,2005,TRI,9949.73
12,2005,TRI,31250.7
58,2005,TRI,171703.08
68,2005,TRI,922190.8
62,2005,TRI,133312.51
74,2005,TRI,69741.5
41,2005,TRI,555024.2
77,2005,TRI,136335.91
66,2005,TRI,85353.58
70,2005,TRI,292422.6
56,2005,TRI,220569.31
81,2005,TRI,72187.46
43,2005,TRI,0.0
53,2005,TRI,91004.84
73,2005,TRI,70731.98
60,2005,TRI,63413.42
29,2006,TRI,125439.96
33,2006,TRI,20204.95
20,2006,TRI,135436.58
25,2006,TRI,126532.6
22,2006,TRI,63797.63
13,2006,TRI,20053.47
38,2006,TRI,23492.71
19,2006,TRI,129462.71
46,2006,TRI,606543.95
6,2006,TRI,169965.15
10,2006,TRI,124013.84
21,2006,TRI,117776.94
11,2006,TRI,20123.26
26,2006,TRI,225481.96
52,2006,TRI,90559.77
24,2006,TRI,73425.79
37,2006,TRI,808.24
5,2006,TRI,19430.94
7,2006,TRI,11957.83
16,2006,TRI,31547.94
35,2006,TRI,193634.66
23,2006,TRI,60668.18
15,2006,TRI,3456.66
8,2006,TRI,17937.54
9,2006,TRI,42499.19
49,2006,TRI,195239.47
27,2006,TRI,51357.23
82,2006,TRI,107555.02
17,2006,TRI,57881.99
1,2006,TRI,122931.21
45,2006,TRI,236105.81
85,2006,TRI,728480.74
96,2006,TRI,97513.95
32,2006,TRI,65140.65
30,2006,TRI,96194.49
28,2006,TRI,122881.97
31,2006,TRI,34491.32
72,2006,TRI,74940.66
86,2006,TRI,715793.39
84,2006,TRI,1170417.62
61,2006,TRI,242326.1
36,2006,TRI,5273.49
42,2006,TRI,105922.43
71,2006,TRI,135182.94
51,2006,TRI,56071.27
39,2006,TRI,7327.63
69,2006,TRI,278647.22
18,2006,TRI,46766.67
93,2006,TRI,56245.17
63,2006,TRI,81183.29
95,2006,TRI,26259.65
14,2006,TRI,9390.23
59,2006,TRI,65258.75
47,2006,TRI,580507.77
50,2006,TRI,13744.97
94,2006,TRI,90963.93
2,2006,TRI,12210.5
12,2006,TRI,33559.78
58,2006,TRI,161247.65
68,2006,TRI,976931.84
62,2006,TRI,147115.36
74,2006,TRI,73049.81
41,2006,TRI,589770.39
77,2006,TRI,160239.92
66,2006,TRI,87954.93
70,2006,TRI,314831.75
56,2006,TRI,232953.34
81,2006,TRI,77756.75
43,2006,TRI,0.0
53,2006,TRI,96449.18
73,2006,TRI,78863.59
60,2006,TRI,64891.77
29,2007,TRI,115363.75
33,2007,TRI,21192.42
20,2007,TRI,144196.21
25,2007,TRI,135178.42
22,2007,TRI,63218.01
13,2007,TRI,19259.85
38,2007,TRI,26645.57
19,2007,TRI,145447.59
46,2007,TRI,650435.91
6,2007,TRI,194976.1
10,2007,TRI,123742.84
21,2007,TRI,122977.49
11,2007,TRI,21229.81
26,2007,TRI,230375.62
52,2007,TRI,86719.04
24,2007,TRI,75831.29
37,2007,TRI,851.63
5,2007,TRI,22900.4
7,2007,TRI,14131.0
16,2007,TRI,28963.41
35,2007,TRI,197142.3
23,2007,TRI,58971.08
15,2007,TRI,3044.01
8,2007,TRI,18252.79
9,2007,TRI,49960.6
49,2007,TRI,196116.71
27,2007,TRI,50191.88
82,2007,TRI,113648.62
17,2007,TRI,55608.25
1,2007,TRI,141110.35
45,2007,TRI,236876.72
85,2007,TRI,766973.06
96,2007,TRI,94801.51
32,2007,TRI,66850.65
30,2007,TRI,114123.8
28,2007,TRI,129798.68
31,2007,TRI,32463.68
72,2007,TRI,74337.39
86,2007,TRI,750765.64
84,2007,TRI,1236678.78
61,2007,TRI,271281.53
36,2007,TRI,5503.08
42,2007,TRI,114099.7
71,2007,TRI,143955.81
51,2007,TRI,59551.54
39,2007,TRI,7829.02
69,2007,TRI,304284.16
18,2007,TRI,47633.22
93,2007,TRI,61604.14
63,2007,TRI,64363.31
95,2007,TRI,25507.56
14,2007,TRI,8789.83
59,2007,TRI,73933.25
47,2007,TRI,576331.3
50,2007,TRI,15243.81
94,2007,TRI,100334.48
2,2007,TRI,10152.82
12,2007,TRI,32852.78
58,2007,TRI,190695.8
68,2007,TRI,1006839.18
62,2007,TRI,164934.05
74,2007,TRI,77457.75
41,2007,TRI,599767.55
77,2007,TRI,155778.12
66,2007,TRI,90240.8
70,2007,TRI,339816.89
56,2007,TRI,237940.19
81,2007,TRI,85859.69
43,2007,TRI,0.0
53,2007,TRI,95996.91
73,2007,TRI,86684.36
60,2007,TRI,70422.56
29,2008,TRI,83186.16
33,2008,TRI,21541.49
20,2008,TRI,140928.9
25,2008,TRI,129902.29
22,2008,TRI,55733.15
13,2008,TRI,17809.56
38,2008,TRI,28063.91
19,2008,TRI,141806.14
46,2008,TRI,678788.24
6,2008,TRI,252860.91
10,2008,TRI,129310.82
21,2008,TRI,123694.4
11,2008,TRI,22669.33
26,2008,TRI,234169.4
52,2008,TRI,94644.22
24,2008,TRI,79608.51
37,2008,TRI,954.69
5,2008,TRI,25580.64
7,2008,TRI,14180.62
16,2008,TRI,25520.37
35,2008,TRI,205323.4
23,2008,TRI,57051.23
15,2008,TRI,3124.67
8,2008,TRI,18514.58
9,2008,TRI,59187.85
49,2008,TRI,202915.13
27,2008,TRI,55505.36
82,2008,TRI,114729.15
17,2008,TRI,51270.11
1,2008,TRI,145089.82
45,2008,TRI,218105.52
85,2008,TRI,815432.96
96,2008,TRI,93216.56
32,2008,TRI,69772.97
30,2008,TRI,114442.74
28,2008,TRI,133565.51
31,2008,TRI,27812.73
72,2008,TRI,83416.71
86,2008,TRI,818395.63
84,2008,TRI,1303404.79
61,2008,TRI,286517.02
36,2008,TRI,6142.15
42,2008,TRI,105899.72
71,2008,TRI,156521.78
51,2008,TRI,55396.06
39,2008,TRI,7777.26
69,2008,TRI,342040.5
18,2008,TRI,45127.42
93,2008,TRI,62417.72
63,2008,TRI,82082.27
95,2008,TRI,24694.26
14,2008,TRI,8437.11
59,2008,TRI,77188.3
47,2008,TRI,573454.69
50,2008,TRI,17155.44
94,2008,TRI,103771.64
2,2008,TRI,8554.33
12,2008,TRI,31171.98
58,2008,TRI,188026.7
68,2008,TRI,1059638.98
62,2008,TRI,178992.99
74,2008,TRI,86610.75
41,2008,TRI,541559.7
77,2008,TRI,169978.48
66,2008,TRI,84552.52
70,2008,TRI,356719.24
56,2008,TRI,240889.55
81,2008,TRI,87302.89
43,2008,TRI,0.0
53,2008,TRI,93707.49
73,2008,TRI,93155.67
60,2008,TRI,75746.76
29,2009,TRI,43910.01
33,2009,TRI,18673.42
20,2009,TRI,143884.2
25,2009,TRI,112988.97
22,2009,TRI,60442.95
13,2009,TRI,15104.06
38,2009,TRI,29045.11
19,2009,TRI,101979.95
46,2009,TRI,646889.05
6,2009,TRI,165550.66
10,2009,TRI,150922.58
21,2009,TRI,143948.24
11,2009,TRI,25440.47
26,2009,TRI,225499.01
52,2009,TRI,89174.57
24,2009,TRI,50832.7
37,2009,TRI,1075.51
5,2009,TRI,27220.09
7,2009,TRI,13638.56
16,2009,TRI,21137.19
35,2009,TRI,221289.15
23,2009,TRI,47376.01
15,2009,TRI,3806.86
8,2009,TRI,18420.19
9,2009,TRI,41244.37
49,2009,TRI,187395.04
27,2009,TRI,50924.22
82,2009,TRI,109773.67
17,2009,TRI,59175.95
1,2009,TRI,129092.68
45,2009,TRI,202263.77
85,2009,TRI,852186.44
96,2009,TRI,95651.72
32,2009,TRI,76387.73
30,2009,TRI,117369.75
28,2009,TRI,119743.43
31,2009,TRI,22791.46
72,2009,TRI,84961.58
86,2009,TRI,872640.29
84,2009,TRI,1357429.56
61,2009,TRI,274608.37
36,2009,TRI,6693.23
42,2009,TRI,101978.11
71,2009,TRI,148174.61
51,2009,TRI,58281.2
39,2009,TRI,8365.2
69,2009,TRI,317400.22
18,2009,TRI,39606.4
93,2009,TRI,61031.57
63,2009,TRI,85666.27
95,2009,TRI,23915.35
14,2009,TRI,6055.44
59,2009,TRI,79758.77
47,2009,TRI,578658.75
50,2009,TRI,16542.11
94,2009,TRI,102423.02
2,2009,TRI,7716.44
12,2009,TRI,37071.54
58,2009,TRI,177512.04
68,2009,TRI,1081582.23
62,2009,TRI,186723.77
74,2009,TRI,83599.02
41,2009,TRI,462519.62
77,2009,TRI,155610.36
66,2009,TRI,89725.17
70,2009,TRI,340162.67
56,2009,TRI,246713.19
81,2009,TRI,83900.79
43,2009,TRI,0.0
53,2009,TRI,85852.62
73,2009,TRI,82589.66
60,2009,TRI,72022.54
29,2010,TRI,83594.9
33,2010,TRI,19062.5
20,2010,TRI,171252.62
25,2010,TRI,114932.89
22,2010,TRI,61755.84
13,2010,TRI,15522.77
38,2010,TRI,34531.82
19,2010,TRI,115178.22
46,2010,TRI,685453.3
6,2010,TRI,179393.67
10,2010,TRI,141476.54
21,2010,TRI,130900.18
11,2010,TRI,23383.08
26,2010,TRI,241775.38
52,2010,TRI,93349.55
24,2010,TRI,61952.94
37,2010,TRI,1143.73
5,2010,TRI,30181.4
7,2010,TRI,17823.42
16,2010,TRI,23223.77
35,2010,TRI,240802.54
23,2010,TRI,46426.41
15,2010,TRI,3343.36
8,2010,TRI,18524.09
9,2010,TRI,47360.52
49,2010,TRI,199902.71
27,2010,TRI,51564.86
82,2010,TRI,107985.4
17,2010,TRI,56202.06
1,2010,TRI,143243.5
45,2010,TRI,217308.14
85,2010,TRI,882251.21
96,2010,TRI,100761.01
32,2010,TRI,78536.32
30,2010,TRI,120525.37
28,2010,TRI,127954.88
31,2010,TRI,21806.19
72,2010,TRI,89066.74
86,2010,TRI,899409.56
84,2010,TRI,1400951.61
61,2010,TRI,271176.29
36,2010,TRI,6962.74
42,2010,TRI,103924.9
71,2010,TRI,149456.95
51,2010,TRI,71940.01
39,2010,TRI,12047.41
69,2010,TRI,309181.41
18,2010,TRI,39367.78
93,2010,TRI,63789.45
63,2010,TRI,100083.16
95,2010,TRI,24538.98
14,2010,TRI,7030.16
59,2010,TRI,88502.09
47,2010,TRI,579707.43
50,2010,TRI,15369.27
94,2010,TRI,98504.01
2,2010,TRI,9417.18
12,2010,TRI,32185.42
58,2010,TRI,185806.23
68,2010,TRI,1077163.81
62,2010,TRI,200333.88
74,2010,TRI,90342.72
41,2010,TRI,420104.86
77,2010,TRI,151986.18
66,2010,TRI,92634.6
70,2010,TRI,368813.16
56,2010,TRI,254655.85
81,2010,TRI,82986.86
43,2010,TRI,0.0
53,2010,TRI,84363.73
73,2010,TRI,88061.32
60,2010,TRI,75190.71
29,2011,TRI,97756.62
33,2011,TRI,20305.09
20,2011,TRI,174113.53
25,2011,TRI,121890.3
22,2011,TRI,62546.21
13,2011,TRI,15027.74
38,2011,TRI,30783.75
19,2011,TRI,151256.96
46,2011,TRI,715439.6
6,2011,TRI,204784.73
10,2011,TRI,134015.24
21,2011,TRI,127281.94
11,2011,TRI,23062.45
26,2011,TRI,239299.79
52,2011,TRI,97083.27
24,2011,TRI,74729.37
37,2011,TRI,1260.12
5,2011,TRI,33975.28
7,2011,TRI,19511.57
16,2011,TRI,23558.03
35,2011,TRI,248322.46
23,2011,TRI,45183.46
15,2011,TRI,3317.17
8,2011,TRI,19071.24
9,2011,TRI,61611.54
49,2011,TRI,214544.77
27,2011,TRI,49261.44
82,2011,TRI,107768.96
17,2011,TRI,53588.81
1,2011,TRI,175899.9
45,2011,TRI,225277.72
85,2011,TRI,893275.56
96,2011,TRI,102752.91
32,2011,TRI,75590.29
30,2011,TRI,126742.44
28,2011,TRI,145103.1
31,2011,TRI,21923.92
72,2011,TRI,94516.72
86,2011,TRI,938816.11
84,2011,TRI,1430276.01
61,2011,TRI,262017.29
36,2011,TRI,7281.52
42,2011,TRI,104409.22
71,2011,TRI,157444.66
51,2011,TRI,71333.35
39,2011,TRI,10373.15
69,2011,TRI,321619.89
18,2011,TRI,38657.88
93,2011,TRI,65136.22
63,2011,TRI,113455.47
95,2011,TRI,24100.0
14,2011,TRI,6793.04
59,2011,TRI,82096.35
47,2011,TRI,586626.52
50,2011,TRI,14671.09
94,2011,TRI,97156.59
2,2011,TRI,9514.26
12,2011,TRI,26677.2
58,2011,TRI,193549.15
68,2011,TRI,1092557.97
62,2011,TRI,221625.91
74,2011,TRI,93898.01
41,2011,TRI,418820.97
77,2011,TRI,153795.25
66,2011,TRI,98140.24
70,2011,TRI,389382.59
56,2011,TRI,266331.23
81,2011,TRI,83362.41
43,2011,TRI,0.0
53,2011,TRI,81852.09
73,2011,TRI,88761.63
60,2011,TRI,75375.89
29,2012,TRI,107204.86
33,2012,TRI,22990.83
20,2012,TRI,179436.65
25,2012,TRI,136438.27
22,2012,TRI,67339.41
13,2012,TRI,15914.41
38,2012,TRI,31513.52
19,2012,TRI,150902.0
46,2012,TRI,764643.34
6,2012,TRI,209735.02
10,2012,TRI,140321.51
21,2012,TRI,120491.31
11,2012,TRI,25288.41
26,2012,TRI,242783.95
52,2012,TRI,100743.78
24,2012,TRI,77282.77
37,2012,TRI,987.1
5,2012,TRI,28790.65
7,2012,TRI,17193.66
16,2012,TRI,25666.58
35,2012,TRI,241452.54
23,2012,TRI,49397.52
15,2012,TRI,2851.91
8,2012,TRI,17008.44
9,2012,TRI,68085.48
49,2012,TRI,229307.77
27,2012,TRI,52739.83
82,2012,TRI,102346.15
17,2012,TRI,52880.52
1,2012,TRI,175287.9
45,2012,TRI,242047.76
85,2012,TRI,907194.37
96,2012,TRI,108984.7
32,2012,TRI,76400.82
30,2012,TRI,126382.04
28,2012,TRI,151272.75
31,2012,TRI,22354.59
72,2012,TRI,95330.93
86,2012,TRI,971207.85
84,2012,TRI,1451993.45
61,2012,TRI,260644.64
36,2012,TRI,6317.17
42,2012,TRI,109210.85
71,2012,TRI,169609.87
51,2012,TRI,74048.24
39,2012,TRI,9763.12
69,2012,TRI,331266.65
18,2012,TRI,38296.27
93,2012,TRI,67947.35
63,2012,TRI,103949.46
95,2012,TRI,26371.52
14,2012,TRI,7132.96
59,2012,TRI,79560.63
47,2012,TRI,606220.01
50,2012,TRI,14036.63
94,2012,TRI,97980.23
2,2012,TRI,8448.24
12,2012,TRI,27932.67
58,2012,TRI,200315.8
68,2012,TRI,1111606.26
62,2012,TRI,249025.06
74,2012,TRI,99504.77
41,2012,TRI,442935.97
77,2012,TRI,163068.65
66,2012,TRI,126927.61
70,2012,TRI,427024.85
56,2012,TRI,285473.98
81,2012,TRI,81587.55
43,2012,TRI,0.0
53,2012,TRI,75602.91
73,2012,TRI,80376.52
60,2012,TRI,80940.27
29,2013,TRI,113668.29
33,2013,TRI,23519.22
20,2013,TRI,187036.04
25,2013,TRI,140799.07
22,2013,TRI,68515.13
13,2013,TRI,16717.01
38,2013,TRI,31560.72
19,2013,TRI,143168.72
46,2013,TRI,795771.43
6,2013,TRI,240057.65
10,2013,TRI,146829.71
21,2013,TRI,129397.45
11,2013,TRI,26850.03
26,2013,TRI,245933.77
52,2013,TRI,102169.46
24,2013,TRI,74645.8
37,2013,TRI,993.77
5,2013,TRI,26911.47
7,2013,TRI,14750.89
16,2013,TRI,30384.25
35,2013,TRI,248124.48
23,2013,TRI,53864.83
15,2013,TRI,3139.3
8,2013,TRI,16634.17
9,2013,TRI,68971.01
49,2013,TRI,236553.92
27,2013,TRI,58265.83
82,2013,TRI,106277.29
17,2013,TRI,56214.01
1,2013,TRI,210108.77
45,2013,TRI,253207.51
85,2013,TRI,940587.62
96,2013,TRI,111350.67
32,2013,TRI,73811.7
30,2013,TRI,132997.23
28,2013,TRI,156813.45
31,2013,TRI,23975.9
72,2013,TRI,97562.45
86,2013,TRI,999309.74
84,2013,TRI,1479100.33
61,2013,TRI,291540.97
36,2013,TRI,6403.44
42,2013,TRI,111177.82
71,2013,TRI,173143.17
51,2013,TRI,78060.91
39,2013,TRI,10119.46
69,2013,TRI,334742.68
18,2013,TRI,38887.83
93,2013,TRI,71127.3
63,2013,TRI,130252.9
95,2013,TRI,26792.87
14,2013,TRI,7062.65
59,2013,TRI,79803.12
47,2013,TRI,628995.24
50,2013,TRI,16970.31
94,2013,TRI,100132.35
2,2013,TRI,9556.71
12,2013,TRI,29256.35
58,2013,TRI,209123.51
68,2013,TRI,1139926.42
62,2013,TRI,251313.06
74,2013,TRI,102135.49
41,2013,TRI,475001.59
77,2013,TRI,172131.81
66,2013,TRI,119052.82
70,2013,TRI,448596.93
56,2013,TRI,298500.63
81,2013,TRI,84694.92
43,2013,TRI,0.0
53,2013,TRI,74461.88
73,2013,TRI,79052.74
60,2013,TRI,83785.81
29,2014,TRI,122755.54
33,2014,TRI,25349.16
20,2014,TRI,188973.18
25,2014,TRI,143429.55
22,2014,TRI,66712.15
13,2014,TRI,17794.3
38,2014,TRI,33935.82
19,2014,TRI,146883.01
46,2014,TRI,833801.51
6,2014,TRI,264174.57
10,2014,TRI,156485.89
21,2014,TRI,136277.51
11,2014,TRI,27696.47
26,2014,TRI,252813.36
52,2014,TRI,105730.6
24,2014,TRI,76764.93
37,2014,TRI,1009.93
5,2014,TRI,23956.89
7,2014,TRI,13066.21
16,2014,TRI,30847.75
35,2014,TRI,259400.62
23,2014,TRI,59834.39
15,2014,TRI,2718.33
8,2014,TRI,18070.22
9,2014,TRI,78988.95
49,2014,TRI,255085.48
27,2014,TRI,54558.05
82,2014,TRI,110118.39
17,2014,TRI,56625.78
1,2014,TRI,193157.63
45,2014,TRI,267244.19
85,2014,TRI,967416.96
96,2014,TRI,117600.15
32,2014,TRI,75022.66
30,2014,TRI,139054.61
28,2014,TRI,159965.45
31,2014,TRI,25701.35
72,2014,TRI,102975.23
86,2014,TRI,1027209.76
84,2014,TRI,1517000.11
61,2014,TRI,281145.67
36,2014,TRI,6877.78
42,2014,TRI,116901.18
71,2014,TRI,181569.23
51,2014,TRI,85433.3
39,2014,TRI,10574.59
69,2014,TRI,347340.82
18,2014,TRI,38980.06
93,2014,TRI,76097.71
