0,transfer_amount_kg
1,generic_sector_code
2,epsi
3,gva
4,price_usd_g
5,AUTOCORR2D_1
6,AUTOCORR2D_10
7,AUTOCORR2D_105
8,AUTOCORR2D_106
9,AUTOCORR2D_107
10,AUTOCORR2D_138
11,AUTOCORR2D_139
12,AUTOCORR2D_145
13,AUTOCORR2D_147
14,BCUT2D_CHGHI
15,BalabanJ
16,EState_VSA9
17,FpDensityMorgan1
18,FractionCSP3
19,Kappa1
20,MaxAbsEStateIndex
21,MaxAbsPartialCharge
22,MinAbsEStateIndex
23,MinEStateIndex
24,MinPartialCharge
25,NHOHCount
26,NumRadicalElectrons
27,PEOE_VSA1
28,SlogP_VSA3
