national_facility_and_generic_sector_id,generic_sector_code,sector
34860,27,4.33176213250464
11683,27,4.33176213250464
17736,27,4.33176213250464
19798,27,4.33176213250464
19936,27,4.33176213250464
22963,27,4.33176213250464
28678,27,4.33176213250464
31570,27,4.33176213250464
46833,27,4.33176213250464
47590,27,4.33176213250464
51207,27,4.33176213250464
52767,27,4.33176213250464
54505,27,4.33176213250464
56090,27,4.33176213250464
58366,27,4.33176213250464
60092,27,4.33176213250464
61887,27,4.33176213250464
9790,27,4.33176213250464
24733,27,4.33176213250464
44341,27,4.33176213250464
34779,27,4.33176213250464
36899,29,4.088547011141102
41090,28,4.687371624275464
37860,27,4.33176213250464
29015,23,4.279539758446484
9793,28,4.687371624275464
24734,28,4.687371624275464
39875,28,4.687371624275464
35254,28,4.687371624275464
12584,30,4.417699950228338
28458,31,3.9297165851343534
56586,16,3.99355315824414
58197,32,4.1764416285691395
13733,33,4.370404384849069
17840,17,3.747436557932603
10924,20,3.443381881561369
52481,20,3.443381881561369
52111,20,3.443381881561369
37742,24,4.720494698936228
32613,24,4.720494698936228
50212,24,4.720494698936228
41183,24,4.720494698936228
34718,24,4.720494698936228
54464,24,4.720494698936228
58213,24,4.720494698936228
44127,24,4.720494698936228
30442,30,4.417699950228338
50945,25,4.384000622327908
8729,25,4.384000622327908
45683,25,4.384000622327908
43069,25,4.384000622327908
14323,25,4.384000622327908
12978,25,4.384000622327908
32346,24,4.720494698936228
18700,24,4.720494698936228
29764,28,4.687371624275464
39337,28,4.687371624275464
22280,27,4.33176213250464
44781,26,4.029764486677171
45414,26,4.029764486677171
11584,27,4.33176213250464
28431,27,4.33176213250464
19888,27,4.33176213250464
22745,27,4.33176213250464
52120,27,4.33176213250464
54515,27,4.33176213250464
58328,27,4.33176213250464
61830,27,4.33176213250464
45583,27,4.33176213250464
44820,27,4.33176213250464
58687,27,4.33176213250464
35182,23,4.279539758446484
38090,23,4.279539758446484
60846,23,4.279539758446484
36561,25,4.384000622327908
12590,30,4.417699950228338
22789,20,3.443381881561369
41181,24,4.720494698936228
58336,24,4.720494698936228
29763,24,4.720494698936228
32059,24,4.720494698936228
8858,24,4.720494698936228
52578,24,4.720494698936228
10460,25,4.384000622327908
33622,25,4.384000622327908
50577,25,4.384000622327908
15386,25,4.384000622327908
23843,25,4.384000622327908
24662,25,4.384000622327908
41217,25,4.384000622327908
46636,25,4.384000622327908
42039,25,4.384000622327908
17066,28,4.687371624275464
61350,24,4.720494698936228
39331,28,4.687371624275464
39366,28,4.687371624275464
51125,24,4.720494698936228
13892,25,4.384000622327908
17111,25,4.384000622327908
50986,25,4.384000622327908
15171,28,4.687371624275464
21843,28,4.687371624275464
31711,28,4.687371624275464
39253,28,4.687371624275464
21854,28,4.687371624275464
58498,26,4.029764486677171
6762,26,4.029764486677171
22257,26,4.029764486677171
11843,27,4.33176213250464
50959,27,4.33176213250464
56432,27,4.33176213250464
44109,27,4.33176213250464
10220,27,4.33176213250464
20459,27,4.33176213250464
32865,27,4.33176213250464
48274,27,4.33176213250464
10177,27,4.33176213250464
37324,23,4.279539758446484
19966,23,4.279539758446484
31562,25,4.384000622327908
27416,25,4.384000622327908
39095,28,4.687371624275464
44326,28,4.687371624275464
24964,30,4.417699950228338
56585,16,3.99355315824414
34689,32,4.1764416285691395
32347,32,4.1764416285691395
11097,46,4.191771452873996
55321,84,4.666321565126627
