0,transfer_amount_kg
1,generic_sector_code
2,BCUT2D_CHGHI
3,BCUT2D_MRLOW
4,HallKierAlpha
5,Kappa1
6,MaxAbsEStateIndex
7,MinEStateIndex
8,MinPartialCharge
