0,transfer_amount_kg
1,generic_sector_code
2,BCUT2D_CHGHI
3,BCUT2D_MRLOW
4,Kappa1
5,MaxAbsEStateIndex
6,MaxAbsPartialCharge
7,MinEStateIndex
