0,transfer_amount_kg
1,generic_sector_code
2,AUTOCORR2D_1
3,BCUT2D_CHGHI
4,BCUT2D_MRLOW
5,Kappa1
6,MaxAbsEStateIndex
7,MinEStateIndex
