0,transfer_amount_kg
1,generic_sector_code
2,AUTOCORR2D_10
3,AUTOCORR2D_139
4,BCUT2D_CHGHI
5,BCUT2D_MRLOW
6,Kappa1
7,MaxAbsEStateIndex
