0,transfer_amount_kg
1,generic_sector_code
2,AUTOCORR2D_1
3,AUTOCORR2D_10
4,AUTOCORR2D_105
5,AUTOCORR2D_106
6,AUTOCORR2D_107
7,AUTOCORR2D_138
8,AUTOCORR2D_139
9,AUTOCORR2D_145
10,AUTOCORR2D_147
11,BCUT2D_CHGHI
12,BalabanJ
13,EState_VSA9
14,FpDensityMorgan1
15,FractionCSP3
16,Kappa1
17,MaxAbsEStateIndex
18,MaxAbsPartialCharge
19,MinAbsEStateIndex
20,MinEStateIndex
21,MinPartialCharge
22,NHOHCount
23,NumRadicalElectrons
24,PEOE_VSA1
25,SlogP_VSA3
